År;Kommun;Församling;Summa_inkl_kyrkoavgift;Summa_exkl_kyrkoavgift;Begravnings_avgift;Kyrkoavgift
2019;HYLTE;UNNARYDS FÖRSAMLING;34.023;32.523;0.253;1.50
2019;HALMSTAD;ENSLÖVS FÖRSAMLING;33.353;32.053;0.253;1.30
2019;HALMSTAD;GETINGE-RÄVINGE FÖRSAMLING;33.353;32.053;0.253;1.30
2019;HALMSTAD;HALMSTADS FÖRSAMLING;33.153;32.053;0.253;1.10
2019;HALMSTAD;HARPLINGE FÖRSAMLING;33.153;32.053;0.253;1.10
2019;HALMSTAD;OSKARSTRÖMS FÖRSAMLING;33.353;32.053;0.253;1.30
2019;HALMSTAD;SLÄTTÅKRA-KVIBILLE FÖRSAMLING;33.353;32.053;0.253;1.30
2019;HALMSTAD;SNÖSTORPS FÖRSAMLING;33.233;32.053;0.253;1.18
2019;HALMSTAD;STENINGE FÖRSAMLING;33.153;32.053;0.253;1.10
2019;HALMSTAD;SÖNDRUM-VAPNÖ FÖRSAMLING;32.893;32.053;0.253;0.84
2019;LAHOLM;HASSLÖV-VÅXTORPS FÖRSAMLING;32.853;31.653;0.253;1.20
2019;LAHOLM;HISHULTS FÖRSAMLING;32.853;31.653;0.253;1.20
2019;LAHOLM;KNÄREDS FÖRSAMLING;32.853;31.653;0.253;1.20
2019;LAHOLM;LAHOLMS FÖRSAMLING;32.773;31.653;0.253;1.12
2019;LAHOLM;RÄNNESLÖV-YSBY FÖRSAMLING;32.853;31.653;0.253;1.20
2019;LAHOLM;SKUMMESLÖVS FÖRSAMLING;32.773;31.653;0.253;1.12
2019;LAHOLM;VEINGE-TJÄRBY FÖRSAMLING;32.853;31.653;0.253;1.20
2019;FALKENBERG;FAGEREDS FÖRSAMLING;33.473;32.173;0.253;1.30
2019;FALKENBERG;FALKENBERGS FÖRSAMLING;33.473;32.173;0.253;1.30
2019;FALKENBERG;GUNNARPS FÖRSAMLING;33.473;32.173;0.253;1.30
2019;FALKENBERG;GÄLLAREDS FÖRSAMLING;33.473;32.173;0.253;1.30
2019;FALKENBERG;KROGSEREDS FÖRSAMLING;33.473;32.173;0.253;1.30
2019;FALKENBERG;KÄLLSJÖ FÖRSAMLING;33.473;32.173;0.253;1.30
2019;FALKENBERG;MORUPS FÖRSAMLING;33.473;32.173;0.253;1.30
2019;FALKENBERG;OKOME FÖRSAMLING;33.473;32.173;0.253;1.30
2019;FALKENBERG;SKREA FÖRSAMLING;33.473;32.173;0.253;1.30
2019;FALKENBERG;STAFSINGE FÖRSAMLING;33.473;32.173;0.253;1.30
2019;FALKENBERG;SUSEDALENS FÖRSAMLING;33.473;32.173;0.253;1.30
2019;FALKENBERG;ULLAREDS FÖRSAMLING;33.473;32.173;0.253;1.30
2019;FALKENBERG;VESSIGE FÖRSAMLING;33.473;32.173;0.253;1.30
2019;FALKENBERG;VINBERG-LJUNGBY FÖRSAMLING;33.473;32.173;0.253;1.30
2019;FALKENBERG;ÄLVSEREDS FÖRSAMLING;33.473;32.173;0.253;1.30
2019;VARBERG;HIMLEDALENS FÖRSAMLING;32.813;31.403;0.253;1.41
2019;VARBERG;LINDBERGA FÖRSAMLING;32.693;31.403;0.253;1.29
2019;VARBERG;SIBBARP-DAGSÅS FÖRSAMLING;32.813;31.403;0.253;1.41
2019;VARBERG;SPANNARPS FÖRSAMLING;32.813;31.403;0.253;1.41
2019;VARBERG;TRÄSLÖVS FÖRSAMLING;32.423;31.403;0.253;1.02
2019;VARBERG;TVÅÅKERS FÖRSAMLING;32.813;31.403;0.253;1.41
2019;VARBERG;VARBERGS FÖRSAMLING;32.293;31.403;0.253;0.89
2019;VARBERG;VEDDIGE-KUNGSÄTERS FÖRSAMLING;32.723;31.403;0.253;1.32
2019;VARBERG;VÄRÖ-STRÅVALLA FÖRSAMLING;32.593;31.403;0.253;1.19
2019;KUNGSBACKA;FJÄRÅS-FÖRLANDA FÖRSAMLING;33.593;32.403;0.253;1.19
2019;KUNGSBACKA;FRILLESÅS FÖRSAMLING;33.743;32.403;0.253;1.34
2019;KUNGSBACKA;GÄLLINGE FÖRSAMLING;33.743;32.403;0.253;1.34
2019;KUNGSBACKA;IDALA FÖRSAMLING;33.743;32.403;0.253;1.34
2019;KUNGSBACKA;KULLAVIKS FÖRSAMLING;33.443;32.403;0.253;1.04
2019;KUNGSBACKA;KUNGSBACKA-HANHALS FÖRSAMLING;33.493;32.403;0.253;1.09
2019;KUNGSBACKA;LANDA FÖRSAMLING;33.743;32.403;0.253;1.34
2019;KUNGSBACKA;ONSALA FÖRSAMLING;33.393;32.403;0.253;0.99
2019;KUNGSBACKA;SLÄPS FÖRSAMLING;33.443;32.403;0.253;1.04
2019;KUNGSBACKA;TÖLÖ FÖRSAMLING;33.543;32.403;0.253;1.14
2019;KUNGSBACKA;VALLDA FÖRSAMLING;33.443;32.403;0.253;1.04
2019;KUNGSBACKA;ÄLVSÅKERS FÖRSAMLING;33.543;32.403;0.253;1.14
2019;KUNGSBACKA;ÖLMEVALLA FÖRSAMLING;33.743;32.403;0.253;1.34
2019;HÄRRYDA;BJÖRKETORPS FÖRSAMLING;33.483;32.353;0.253;1.13
2019;HÄRRYDA;HÄRRYDA FÖRSAMLING;33.343;32.353;0.253;0.99
2019;HÄRRYDA;LANDVETTERS FÖRSAMLING;33.343;32.353;0.253;0.99
2019;HÄRRYDA;RÅDA FÖRSAMLING;33.293;32.353;0.253;0.94
2019;PARTILLE;FURULUNDS FÖRSAMLING;32.743;31.693;0.253;1.05
2019;PARTILLE;PARTILLE FÖRSAMLING;32.743;31.693;0.253;1.05
2019;PARTILLE;SÄVEDALENS FÖRSAMLING;32.743;31.693;0.253;1.05
2019;ÖCKERÖ;ÖCKERÖ FÖRSAMLING;34.053;32.943;0.253;1.11
2019;STENUNGSUND;JÖRLANDA FÖRSAMLING;34.533;33.373;0.253;1.16
2019;STENUNGSUND;NORUMS FÖRSAMLING;34.583;33.373;0.253;1.21
2019;STENUNGSUND;SPEKERÖD-UCKLUMS FÖRSAMLING;34.593;33.373;0.253;1.22
2019;STENUNGSUND;ÖDSMÅLS FÖRSAMLING;34.583;33.373;0.253;1.21
2019;TJÖRN;KLÖVEDALS FÖRSAMLING;34.713;33.443;0.253;1.27
2019;TJÖRN;RÖNNÄNGS FÖRSAMLING;34.713;33.443;0.253;1.27
2019;TJÖRN;STENKYRKA FÖRSAMLING;34.713;33.443;0.253;1.27
2019;TJÖRN;VALLA FÖRSAMLING;34.713;33.443;0.253;1.27
2019;ORUST;LÅNGELANDA FÖRSAMLING;36.393;35.093;0.253;1.30
2019;ORUST;MORLANDA FÖRSAMLING;36.393;35.093;0.253;1.30
2019;ORUST;MYCKLEBY FÖRSAMLING;36.393;35.093;0.253;1.30
2019;ORUST;RÖRA FÖRSAMLING;36.393;35.093;0.253;1.30
2019;ORUST;STALA FÖRSAMLING;36.393;35.093;0.253;1.30
2019;ORUST;TEGNEBY FÖRSAMLING;36.393;35.093;0.253;1.30
2019;ORUST;TORPS FÖRSAMLING;36.393;35.093;0.253;1.30
2019;SOTENÄS;HUNNEBOSTRANDS FÖRSAMLING;35.003;33.723;0.253;1.28
2019;SOTENÄS;SÖDRA SOTENÄS FÖRSAMLING;35.003;33.723;0.253;1.28
2019;SOTENÄS;TOSSENE FÖRSAMLING;35.003;33.723;0.253;1.28
2019;MUNKEDAL;FOSS FÖRSAMLING;36.623;35.363;0.253;1.26
2019;MUNKEDAL;SVARTEBORG-BÄRFENDALS FÖRSAMLING;36.623;35.363;0.253;1.26
2019;MUNKEDAL;SÖRBYGDENS FÖRSAMLING;36.623;35.363;0.253;1.26
2019;TANUM;BOTTNA FÖRSAMLING;34.733;33.293;0.253;1.44
2019;TANUM;FJÄLLBACKA FÖRSAMLING;34.733;33.293;0.253;1.44
2019;TANUM;KVILLE FÖRSAMLING;34.733;33.293;0.253;1.44
2019;TANUM;LURS FÖRSAMLING;34.733;33.293;0.253;1.44
2019;TANUM;NAVERSTAD-MO FÖRSAMLING;34.733;33.293;0.253;1.44
2019;TANUM;SVENNEBY FÖRSAMLING;34.733;33.293;0.253;1.44
2019;TANUM;TANUMS FÖRSAMLING;34.733;33.293;0.253;1.44
2019;DALS-ED;DALS-EDS FÖRSAMLING;36.568;34.943;0.253;1.625
2019;FÄRGELANDA;FÄRGELANDA FÖRSAMLING;35.098;33.993;0.253;1.105
2019;FÄRGELANDA;HÖGSÄTERS FÖRSAMLING;35.318;33.993;0.253;1.325
2019;FÄRGELANDA;JÄRBO-RÅGGÄRDS FÖRSAMLING;35.318;33.993;0.253;1.325
2019;FÄRGELANDA;RÄNNELANDA-LERDALS FÖRSAMLING;35.318;33.993;0.253;1.325
2019;ALE;NÖDINGE FÖRSAMLING;34.443;33.603;0.253;0.84
2019;ALE;SKEPPLANDA-HÅLANDA FÖRSAMLING;34.713;33.603;0.253;1.11
2019;ALE;STARRKÄRR-KILANDA FÖRSAMLING;34.733;33.603;0.253;1.13
2019;LERUM;LERUMS FÖRSAMLING;33.393;32.383;0.253;1.01
2019;LERUM;SKALLSJÖ FÖRSAMLING;33.343;32.383;0.253;0.96
2019;LERUM;STORA LUNDBY FÖRSAMLING;33.493;32.383;0.253;1.11
2019;LERUM;ÖSTADS FÖRSAMLING;33.493;32.383;0.253;1.11
2019;VÅRGÅRDA;ALGUTSTORPS FÖRSAMLING;34.158;32.943;0.253;1.215
2019;VÅRGÅRDA;ASKLANDA FÖRSAMLING;34.158;32.943;0.253;1.215
2019;VÅRGÅRDA;HOLS FÖRSAMLING;34.158;32.943;0.253;1.215
2019;VÅRGÅRDA;LENA FÖRSAMLING;34.158;32.943;0.253;1.215
2019;VÅRGÅRDA;NÅRUNGA FÖRSAMLING;34.158;32.943;0.253;1.215
2019;BOLLEBYGD;BOLLEBYGDS FÖRSAMLING;34.523;33.323;0.253;1.20
2019;BOLLEBYGD;TÖLLSJÖ FÖRSAMLING;34.523;33.323;0.253;1.20
2019;GRÄSTORP;FLO FÖRSAMLING;34.458;33.303;0.253;1.155
2019;GRÄSTORP;FRIDHEMS FÖRSAMLING;34.458;33.303;0.253;1.155
2019;GRÄSTORP;SÄRESTADS FÖRSAMLING;34.458;33.303;0.253;1.155
2019;GRÄSTORP;TENGENE FÖRSAMLING;34.458;33.303;0.253;1.155
2019;GRÄSTORP;TRÖKÖRNA FÖRSAMLING;34.458;33.303;0.253;1.155
2019;ESSUNGA;ESSUNGA FÖRSAMLING;34.918;33.303;0.253;1.615
2019;ESSUNGA;FRIDHEMS FÖRSAMLING;34.458;33.303;0.253;1.155
2019;ESSUNGA;FRÄMMESTAD-BÄREBERGS FÖRSAMLING;34.918;33.303;0.253;1.615
2019;KARLSBORG;BREVIKS FÖRSAMLING;34.368;33.053;0.253;1.315
2019;KARLSBORG;KARLSBORGS FÖRSAMLING;34.368;33.053;0.253;1.315
2019;KARLSBORG;MÖLLTORPS FÖRSAMLING;34.368;33.053;0.253;1.315
2019;KARLSBORG;UNDENÄS FÖRSAMLING;34.368;33.053;0.253;1.315
2019;GULLSPÅNG;AMNEHÄRADS FÖRSAMLING;35.558;34.223;0.253;1.335
2019;GULLSPÅNG;HOVA-ÄLGARÅS FÖRSAMLING;35.498;34.223;0.253;1.275
2019;TRANEMO;DALSTORPS FÖRSAMLING;34.703;33.233;0.253;1.47
2019;TRANEMO;LÄNGHEMS FÖRSAMLING;34.703;33.233;0.253;1.47
2019;TRANEMO;TRANEMO FÖRSAMLING;34.703;33.233;0.253;1.47
2019;BENGTSFORS;BÄCKE-ÖDSKÖLTS FÖRSAMLING;36.108;34.653;0.253;1.455
2019;BENGTSFORS;LAXARBY-VÅRVIKS FÖRSAMLING;36.178;34.653;0.253;1.525
2019;BENGTSFORS;STENEBY-TISSELSKOGS FÖRSAMLING;36.108;34.653;0.253;1.455
2019;BENGTSFORS;TORRSKOGS FÖRSAMLING;36.178;34.653;0.253;1.525
2019;BENGTSFORS;ÄRTEMARKS FÖRSAMLING;36.178;34.653;0.253;1.525
2019;MELLERUD;BOLSTADS FÖRSAMLING;35.833;34.333;0.253;1.50
2019;MELLERUD;HOLMS FÖRSAMLING;35.833;34.333;0.253;1.50
2019;MELLERUD;SKÅLLERUDS FÖRSAMLING;35.833;34.333;0.253;1.50
2019;MELLERUD;ÖRS FÖRSAMLING;35.833;34.333;0.253;1.50
2019;LILLA EDET;FUXERNA-ÅSBRÄCKA FÖRSAMLING;35.163;34.103;0.253;1.06
2019;LILLA EDET;HJÄRTUMS FÖRSAMLING;35.163;34.103;0.253;1.06
2019;LILLA EDET;LÖDÖSE FÖRSAMLING;35.213;34.103;0.253;1.11
2019;LILLA EDET;VÄSTERLANDA FÖRSAMLING;35.163;34.103;0.253;1.06
2019;MARK;FRITSLA-SKEPHULTS FÖRSAMLING;34.033;32.943;0.253;1.09
2019;MARK;HORREDS FÖRSAMLING;34.353;32.943;0.253;1.41
2019;MARK;HYSSNA FÖRSAMLING;34.253;32.943;0.253;1.31
2019;MARK;ISTORPS FÖRSAMLING;34.353;32.943;0.253;1.41
2019;MARK;KINNA FÖRSAMLING;34.033;32.943;0.253;1.09
2019;MARK;SÄTILA FÖRSAMLING;34.253;32.943;0.253;1.31
2019;MARK;TORESTORPS FÖRSAMLING;34.473;32.943;0.253;1.53
2019;MARK;VÄSTRA MARKS FÖRSAMLING;34.283;32.943;0.253;1.34
2019;MARK;ÄLEKULLA FÖRSAMLING;34.473;32.943;0.253;1.53
2019;MARK;ÖRBY-SKENE FÖRSAMLING;33.953;32.943;0.253;1.01
2019;MARK;ÖXABÄCKS FÖRSAMLING;34.473;32.943;0.253;1.53
2019;MARK;ÖXNEVALLA FÖRSAMLING;34.353;32.943;0.253;1.41
2019;SVENLJUNGA;KINDAHOLMS FÖRSAMLING;35.553;34.083;0.253;1.47
2019;SVENLJUNGA;MJÖBÄCK-HOLSLJUNGA FÖRSAMLING;35.553;34.083;0.253;1.47
2019;SVENLJUNGA;SEXDREGA FÖRSAMLING;35.553;34.083;0.253;1.47
2019;SVENLJUNGA;SVENLJUNGABYGDENS FÖRSAMLING;35.553;34.083;0.253;1.47
2019;HERRLJUNGA;HERRLJUNGA FÖRSAMLING;35.046;33.673;0.253;1.373
2019;HERRLJUNGA;HERRLJUNGA LANDSBYGDSFÖRSAMLING;35.046;33.673;0.253;1.373
2019;HERRLJUNGA;HOVS FÖRSAMLING;35.046;33.673;0.253;1.373
2019;HERRLJUNGA;HUDENE FÖRSAMLING;35.046;33.673;0.253;1.373
2019;HERRLJUNGA;ÖSTRA GÄSENE FÖRSAMLING;35.046;33.673;0.253;1.373
2019;VARA;VARABYGDENS FÖRSAMLING;35.008;33.503;0.253;1.505
2019;GÖTENE;GÖTENE FÖRSAMLING;35.118;33.853;0.253;1.265
2019;GÖTENE;HUSABY FÖRSAMLING;35.118;33.853;0.253;1.265
2019;GÖTENE;KINNEKULLE FÖRSAMLING;35.118;33.853;0.253;1.265
2019;GÖTENE;KÄLLBY FÖRSAMLING;35.118;33.853;0.253;1.265
2019;TIBRO;RANSBERGS FÖRSAMLING;33.968;32.943;0.253;1.025
2019;TIBRO;TIBRO FÖRSAMLING;33.968;32.943;0.253;1.025
2019;TÖREBODA;FREDSBERG-BÄCKS FÖRSAMLING;34.228;32.953;0.253;1.275
2019;TÖREBODA;FÄGRE FÖRSAMLING;34.228;32.953;0.253;1.275
2019;TÖREBODA;HOVA-ÄLGARÅS FÖRSAMLING;34.228;32.953;0.253;1.275
2019;TÖREBODA;TÖREBODA FÖRSAMLING;34.228;32.953;0.253;1.275
2019;GÖTEBORG;ANGEREDS FÖRSAMLING;33.703;32.853;0.253;0.85
2019;GÖTEBORG;ASKIMS FÖRSAMLING;33.703;32.853;0.253;0.85
2019;GÖTEBORG;BACKA FÖRSAMLING;33.703;32.853;0.253;0.85
2019;GÖTEBORG;BERGSJÖNS FÖRSAMLING;33.703;32.853;0.253;0.85
2019;GÖTEBORG;BJÖRKEKÄRRS FÖRSAMLING;33.703;32.853;0.253;0.85
2019;GÖTEBORG;DOMKYRKOFÖRSAMLINGEN I GÖTEBORG;33.703;32.853;0.253;0.85
2019;GÖTEBORG;GÖTEBORGS ANNEDALS FÖRSAMLING;33.703;32.853;0.253;0.85
2019;GÖTEBORG;GÖTEBORGS CARL JOHANS FÖRSAMLING;33.703;32.853;0.253;0.85
2019;GÖTEBORG;GÖTEBORGS HAGA FÖRSAMLING;33.703;32.853;0.253;0.85
2019;GÖTEBORG;GÖTEBORGS JOHANNEBERGS FÖRSAMLING;33.703;32.853;0.253;0.85
2019;GÖTEBORG;GÖTEBORGS MASTHUGGS FÖRSAMLING;33.703;32.853;0.253;0.85
2019;GÖTEBORG;GÖTEBORGS OSCAR FREDRIKS FÖRSAMLING;33.703;32.853;0.253;0.85
2019;GÖTEBORG;GÖTEBORGS S:T PAULI FÖRSAMLING;33.703;32.853;0.253;0.85
2019;GÖTEBORG;GÖTEBORGS VASA FÖRSAMLING;33.703;32.853;0.253;0.85
2019;GÖTEBORG;HÄRLANDA FÖRSAMLING;33.703;32.853;0.253;0.85
2019;GÖTEBORG;HÖGSBO FÖRSAMLING;33.703;32.853;0.253;0.85
2019;GÖTEBORG;KORTEDALA FÖRSAMLING;33.703;32.853;0.253;0.85
2019;GÖTEBORG;LUNDBY FÖRSAMLING;33.703;32.853;0.253;0.85
2019;GÖTEBORG;NYLÖSE FÖRSAMLING;33.703;32.853;0.253;0.85
2019;GÖTEBORG;NÄSETS FÖRSAMLING;33.703;32.853;0.253;0.85
2019;GÖTEBORG;STYRSÖ FÖRSAMLING;33.703;32.853;0.253;0.85
2019;GÖTEBORG;TORSLANDA-BJÖRLANDA FÖRSAMLING;33.703;32.853;0.253;0.85
2019;GÖTEBORG;TUVE-SÄVE FÖRSAMLING;33.703;32.853;0.253;0.85
2019;GÖTEBORG;TYNNEREDS FÖRSAMLING;33.703;32.853;0.253;0.85
2019;GÖTEBORG;TYSKA CHRISTINAE FÖRSAMLING;33.703;32.853;0.253;0.85
2019;GÖTEBORG;VÄSTRA FRÖLUNDA FÖRSAMLING;33.703;32.853;0.253;0.85
2019;GÖTEBORG;ÄLVSBORGS FÖRSAMLING;33.703;32.853;0.253;0.85
2019;GÖTEBORG;ÖRGRYTE FÖRSAMLING;33.703;32.853;0.253;0.85
2019;MÖLNDAL;FÄSSBERGS FÖRSAMLING;32.793;31.993;0.253;0.80
2019;MÖLNDAL;KÅLLEREDS FÖRSAMLING;32.793;31.993;0.253;0.80
2019;MÖLNDAL;LINDOME FÖRSAMLING;32.673;31.993;0.253;0.68
2019;MÖLNDAL;STENSJÖNS FÖRSAMLING;32.793;31.993;0.253;0.80
2019;KUNGÄLV;HARESTADS FÖRSAMLING;34.293;33.173;0.253;1.12
2019;KUNGÄLV;HÅLTA FÖRSAMLING;34.333;33.173;0.253;1.16
2019;KUNGÄLV;KAREBY FÖRSAMLING;34.133;33.173;0.253;0.96
2019;KUNGÄLV;KUNGÄLV-YTTERBY FÖRSAMLING;34.113;33.173;0.253;0.94
2019;KUNGÄLV;LYCKE FÖRSAMLING;34.293;33.173;0.253;1.12
2019;KUNGÄLV;MARSTRANDS FÖRSAMLING;34.293;33.173;0.253;1.12
2019;KUNGÄLV;ROMELANDA FÖRSAMLING;34.133;33.173;0.253;0.96
2019;KUNGÄLV;SOLBERGA FÖRSAMLING;34.333;33.173;0.253;1.16
2019;KUNGÄLV;TORSBY FÖRSAMLING;34.293;33.173;0.253;1.12
2019;LYSEKIL;BRASTADS FÖRSAMLING;35.483;34.193;0.253;1.29
2019;LYSEKIL;BRO FÖRSAMLING;35.483;34.193;0.253;1.29
2019;LYSEKIL;LYSE FÖRSAMLING;35.483;34.193;0.253;1.29
2019;LYSEKIL;LYSEKILS FÖRSAMLING;35.483;34.193;0.253;1.29
2019;LYSEKIL;SKAFTÖ FÖRSAMLING;35.483;34.193;0.253;1.29
2019;UDDEVALLA;BOKENÄSETS FÖRSAMLING;35.213;33.893;0.253;1.32
2019;UDDEVALLA;BÄVE FÖRSAMLING;35.103;33.893;0.253;1.21
2019;UDDEVALLA;DALABERGS FÖRSAMLING;35.103;33.893;0.253;1.21
2019;UDDEVALLA;HERRESTADS FÖRSAMLING;35.103;33.893;0.253;1.21
2019;UDDEVALLA;LANE-RYRS FÖRSAMLING;35.103;33.893;0.253;1.21
2019;UDDEVALLA;LJUNGSKILE FÖRSAMLING;34.923;33.893;0.253;1.03
2019;UDDEVALLA;UDDEVALLA FÖRSAMLING;35.103;33.893;0.253;1.21
2019;STRÖMSTAD;IDEFJORDENS FÖRSAMLING;34.863;33.643;0.253;1.22
2019;STRÖMSTAD;SKEE-TJÄRNÖ FÖRSAMLING;34.863;33.643;0.253;1.22
2019;STRÖMSTAD;STRÖMSTADS FÖRSAMLING;34.863;33.643;0.253;1.22
2019;VÄNERSBORG;BRÅLANDA FÖRSAMLING;35.338;33.943;0.253;1.395
2019;VÄNERSBORG;FRÄNDEFORS FÖRSAMLING;35.048;33.943;0.253;1.105
2019;VÄNERSBORG;GESTADS FÖRSAMLING;35.338;33.943;0.253;1.395
2019;VÄNERSBORG;SUNDALS-RYRS FÖRSAMLING;35.338;33.943;0.253;1.395
2019;VÄNERSBORG;VÄNERSBORG OCH VÄNE-RYRS FÖRSAMLING;34.998;33.943;0.253;1.055
2019;VÄNERSBORG;VÄNERSNÄS FÖRSAMLING;35.168;33.943;0.253;1.225
2019;VÄNERSBORG;VÄSTRA TUNHEMS FÖRSAMLING;35.168;33.943;0.253;1.225
2019;TROLLHÄTTAN;BJÄRKE FÖRSAMLING;34.858;33.293;0.253;1.565
2019;TROLLHÄTTAN;FORS-ROMMELE FÖRSAMLING;34.418;33.293;0.253;1.125
2019;TROLLHÄTTAN;GÄRDHEMS FÖRSAMLING;34.518;33.293;0.253;1.225
2019;TROLLHÄTTAN;GÖTALUNDENS FÖRSAMLING;34.328;33.293;0.253;1.035
2019;TROLLHÄTTAN;LEXTORPS FÖRSAMLING;34.328;33.293;0.253;1.035
2019;TROLLHÄTTAN;TROLLHÄTTANS FÖRSAMLING;34.328;33.293;0.253;1.035
2019;TROLLHÄTTAN;UPPHÄRADS FÖRSAMLING;34.418;33.293;0.253;1.125
2019;TROLLHÄTTAN;ÅSAKA-BJÖRKE FÖRSAMLING;34.518;33.293;0.253;1.225
2019;ALINGSÅS;ALINGSÅS FÖRSAMLING;34.208;33.093;0.253;1.115
2019;ALINGSÅS;BJÄRKE FÖRSAMLING;34.658;33.093;0.253;1.565
2019;ALINGSÅS;HEMSJÖ FÖRSAMLING;34.208;33.093;0.253;1.115
2019;ALINGSÅS;ÖDENÄS FÖRSAMLING;34.208;33.093;0.253;1.115
2019;BORÅS;BORÅS CAROLI FÖRSAMLING;34.038;33.043;0.253;0.995
2019;BORÅS;BORÅS GUSTAV ADOLFS FÖRSAMLING;34.038;33.043;0.253;0.995
2019;BORÅS;BRÄMHULTS FÖRSAMLING;34.038;33.043;0.253;0.995
2019;BORÅS;FRISTADS FÖRSAMLING;34.248;33.043;0.253;1.205
2019;BORÅS;KINNARUMMA FÖRSAMLING;34.348;33.043;0.253;1.305
2019;BORÅS;LÄNGHEMS FÖRSAMLING;34.513;33.043;0.253;1.47
2019;BORÅS;SANDHULT-BREDAREDS FÖRSAMLING;34.188;33.043;0.253;1.145
2019;BORÅS;SEGLORA FÖRSAMLING;34.348;33.043;0.253;1.305
2019;BORÅS;SEXDREGA FÖRSAMLING;34.513;33.043;0.253;1.47
2019;BORÅS;TOARPS FÖRSAMLING;34.458;33.043;0.253;1.415
2019;ULRICEHAMN;HÄLLSTADS FÖRSAMLING;34.088;32.783;0.253;1.305
2019;ULRICEHAMN;HÖSSNA FÖRSAMLING;34.078;32.783;0.253;1.295
2019;ULRICEHAMN;REDVÄGS FÖRSAMLING;34.278;32.783;0.253;1.495
2019;ULRICEHAMN;SÖDRA VINGS FÖRSAMLING;34.088;32.783;0.253;1.305
2019;ULRICEHAMN;TIMMELE FÖRSAMLING;34.078;32.783;0.253;1.295
2019;ULRICEHAMN;ULRICEHAMNS FÖRSAMLING;34.078;32.783;0.253;1.295
2019;ULRICEHAMN;ÅSUNDENS FÖRSAMLING;34.078;32.783;0.253;1.295
2019;ÅMÅL;ÅMÅLS FÖRSAMLING;35.468;34.193;0.253;1.275
2019;MARIESTAD;LUGNÅS FÖRSAMLING;34.348;32.993;0.253;1.355
2019;MARIESTAD;LYRESTADS FÖRSAMLING;34.328;32.993;0.253;1.335
2019;MARIESTAD;MARIESTADS FÖRSAMLING;34.048;32.993;0.253;1.055
2019;MARIESTAD;ULLERVADS FÖRSAMLING;34.348;32.993;0.253;1.355
2019;LIDKÖPING;JÄRPÅS FÖRSAMLING;34.578;32.993;0.253;1.585
2019;LIDKÖPING;KÅLLANDS-RÅDA FÖRSAMLING;34.578;32.993;0.253;1.585
2019;LIDKÖPING;LIDKÖPINGS FÖRSAMLING;34.108;32.993;0.253;1.115
2019;LIDKÖPING;SUNNERSBERGS FÖRSAMLING;34.298;32.993;0.253;1.305
2019;LIDKÖPING;SÄVARE FÖRSAMLING;34.368;32.993;0.253;1.375
2019;LIDKÖPING;ÖRSLÖSA FÖRSAMLING;34.578;32.993;0.253;1.585
2019;SKARA;ARDALA FÖRSAMLING;34.098;32.833;0.253;1.265
2019;SKARA;SKARA DOMKYRKOFÖRSAMLING;34.098;32.833;0.253;1.265
2019;SKARA;VALLE FÖRSAMLING;34.098;32.833;0.253;1.265
2019;SKÖVDE;BERGS FÖRSAMLING;33.948;32.593;0.253;1.355
2019;SKÖVDE;FRÖSVE FÖRSAMLING;33.948;32.593;0.253;1.355
2019;SKÖVDE;GÖTLUNDA FÖRSAMLING;33.948;32.593;0.253;1.355
2019;SKÖVDE;SKULTORPS FÖRSAMLING;33.768;32.593;0.253;1.175
2019;SKÖVDE;SKÖVDE FÖRSAMLING;33.768;32.593;0.253;1.175
2019;SKÖVDE;SVENTORP-FORSBY FÖRSAMLING;33.988;32.593;0.253;1.395
2019;SKÖVDE;VÄRINGS FÖRSAMLING;33.948;32.593;0.253;1.355
2019;SKÖVDE;VÄRSÅS-VAROLA-VRETENS FÖRSAMLING;33.988;32.593;0.253;1.395
2019;HJO;FÅGELÅS FÖRSAMLING;34.308;33.303;0.253;1.005
2019;HJO;HJO FÖRSAMLING;34.308;33.303;0.253;1.005
2019;HJO;KORSBERGA-FRIDENE FÖRSAMLING;34.308;33.303;0.253;1.005
2019;HJO;MOFALLA FÖRSAMLING;34.308;33.303;0.253;1.005
2019;TIDAHOLM;FRÖJEREDS FÖRSAMLING;35.188;33.803;0.253;1.385
2019;TIDAHOLM;HÖKENSÅS FÖRSAMLING;35.188;33.803;0.253;1.385
2019;TIDAHOLM;TIDAHOLMS FÖRSAMLING;35.188;33.803;0.253;1.385
2019;TIDAHOLM;VALSTADS FÖRSAMLING;35.188;33.803;0.253;1.385
2019;TIDAHOLM;VARVS FÖRSAMLING;35.188;33.803;0.253;1.385
2019;FALKÖPING;DALA-BORGUNDA-HÖGSTENA FÖRSAMLING;34.988;33.333;0.253;1.655
2019;FALKÖPING;FALKÖPINGS FÖRSAMLING;34.628;33.333;0.253;1.295
2019;FALKÖPING;FLOBY FÖRSAMLING;35.008;33.333;0.253;1.675
2019;FALKÖPING;GUDHEMS FÖRSAMLING;34.988;33.333;0.253;1.655
2019;FALKÖPING;HORNBORGA FÖRSAMLING;34.988;33.333;0.253;1.655
2019;FALKÖPING;KINNEVEDS FÖRSAMLING;35.008;33.333;0.253;1.675
2019;FALKÖPING;MÖSSEBERGS FÖRSAMLING;34.628;33.333;0.253;1.295
2019;FALKÖPING;SLÖTA-KARLEBY FÖRSAMLING;34.628;33.333;0.253;1.295
